Gene::701	Pathway::PC7_6941
Gene::6430	Pathway::PC7_8345
Gene::11200	Pathway::WP1971_r82939
Gene::2966	Pathway::PC7_6795
Gene::4958	Pathway::PC7_5322
Gene::5243	Pathway::WP299_r78587
Gene::5693	Pathway::PC7_8709
Gene::3134	Pathway::PC7_4773
Gene::5426	Pathway::PC7_5993
Gene::6772	Pathway::WP2332_r79525
Gene::5781	Pathway::PC7_7499
Gene::84752	Pathway::PC7_6000
Gene::1977	Pathway::PC7_3015
Gene::1003	Pathway::PC7_2526
Gene::2326	Pathway::WP702_r73516
Gene::219595	Pathway::WP241_r83818
Gene::3364	Pathway::PC7_1522
Gene::8074	Pathway::PC7_7445
Gene::5296	Pathway::WP75_r83867
Gene::55788	Pathway::PC7_5322
Gene::929	Pathway::PC7_5561
Gene::148229	Pathway::PC7_4791
Gene::7479	Pathway::PC7_6815
Gene::4173	Pathway::PC7_6881
Gene::142	Pathway::PC7_7439
Gene::4214	Pathway::PC7_2255
Gene::254879	Pathway::PC7_7439
Gene::2771	Pathway::PC7_5887
Gene::3394	Pathway::PC7_2907
Gene::5595	Pathway::PC7_4613
Gene::23250	Pathway::PC7_8339
Gene::10762	Pathway::PC7_2907
Gene::2155	Pathway::WP15_r82705
Gene::25974	Pathway::PC7_5322
Gene::2776	Pathway::WP2059_r82906
Gene::10623	Pathway::PC7_6813
Gene::102724560	Pathway::WP1589_r82223
Gene::7314	Pathway::PC7_6072
Gene::9611	Pathway::WP3584_r84776
Gene::2646	Pathway::PC7_4466
Gene::2783	Pathway::PC7_2621
Gene::3549	Pathway::PC7_7457
Gene::64127	Pathway::PC7_5779
Gene::3066	Pathway::PC7_3682
Gene::8346	Pathway::PC7_4308
Gene::57472	Pathway::PC7_4112
Gene::3685	Pathway::PC7_4762
Gene::10941	Pathway::PC7_6433
Gene::718	Pathway::PC7_1607
Gene::8364	Pathway::PC7_7490
Gene::2788	Pathway::PC7_6050
Gene::120775	Pathway::PC7_4043
Gene::2248	Pathway::PC7_7460
Gene::7088	Pathway::PC7_5983
Gene::4720	Pathway::PC7_6943
Gene::4792	Pathway::WP3303_r83781
Gene::2885	Pathway::PC7_7436
Gene::23515	Pathway::WP2916_r79908
Gene::5528	Pathway::PC7_4754
Gene::1355	Pathway::PC7_5322
Gene::2557	Pathway::PC7_6065
Gene::1856	Pathway::PC7_11463
Gene::6159	Pathway::PC7_6393
Gene::7311	Pathway::PC7_685
Gene::6581	Pathway::PC7_1220
Gene::23511	Pathway::PC7_4366
Gene::51588	Pathway::PC7_6900
Gene::367	Pathway::WP1984_r82941
Gene::1915	Pathway::PC7_4416
Gene::10798	Pathway::PC7_4043
Gene::255061	Pathway::WP24_r79999
Gene::5449	Pathway::PC7_4161
Gene::5605	Pathway::PC7_7494
Gene::26523	Pathway::PC7_7463
Gene::4233	Pathway::PC7_7425
Gene::5058	Pathway::PC7_1664
Gene::5711	Pathway::PC7_7784
Gene::1728	Pathway::WP2436_r71387
Gene::6095	Pathway::PC7_6818
Gene::375	Pathway::PC7_5047
Gene::23443	Pathway::PC7_8356
Gene::8346	Pathway::PC7_2529
Gene::5133	Pathway::WP2583_r84488
Gene::51000	Pathway::PC7_8339
Gene::2253	Pathway::WP51_r79977
Gene::25	Pathway::PC7_1203
Gene::3690	Pathway::PC7_4757
Gene::81327	Pathway::PC7_6044
Gene::8439	Pathway::PC7_7851
Gene::5684	Pathway::PC7_5531
Gene::8636	Pathway::PC7_4011
Gene::629	Pathway::PC7_1528
Gene::723790	Pathway::PC7_2570
Gene::333932	Pathway::PC7_7272
Gene::187	Pathway::PC7_7439
Gene::10802	Pathway::PC7_4688
Gene::2249	Pathway::PC7_4583
Gene::223	Pathway::PC7_2505
Gene::23352	Pathway::PC7_2623
Gene::3835	Pathway::PC7_5157
Gene::8738	Pathway::WP254_r84652
Gene::5707	Pathway::PC7_3326
Gene::5879	Pathway::PC7_4688
Gene::8342	Pathway::PC7_5530
Gene::383	Pathway::WP2431_r84650
Gene::127534	Pathway::PC7_4103
Gene::8870	Pathway::WP2864_r79278
Gene::2790	Pathway::PC7_6909
Gene::3984	Pathway::PC7_7422
Gene::4217	Pathway::WP382_r79951
Gene::6840	Pathway::PC7_2698
Gene::27097	Pathway::PC7_4308
Gene::26523	Pathway::PC7_3884
Gene::10718	Pathway::PC7_3700
Gene::79109	Pathway::PC7_4741
Gene::7311	Pathway::PC7_2952
Gene::6527	Pathway::WP2884_r83041
Gene::2147	Pathway::PC7_3853
Gene::55888	Pathway::PC7_4116
Gene::335	Pathway::WP430_r82344
Gene::221785	Pathway::PC7_4116
Gene::4803	Pathway::PC7_5749
Gene::5156	Pathway::PC7_6135
Gene::83549	Pathway::PC7_6664
Gene::375	Pathway::PC7_8234
Gene::55062	Pathway::PC7_4657
Gene::351	Pathway::PC7_8803
Gene::55697	Pathway::PC7_5322
Gene::6152	Pathway::PC7_2469
Gene::8648	Pathway::PC7_6910
Gene::3002	Pathway::PC7_3327
Gene::64432	Pathway::PC7_5522
Gene::1785	Pathway::PC7_7721
Gene::2073	Pathway::PC7_3349
Gene::3567	Pathway::PC7_4000
Gene::1058	Pathway::PC7_5533
Gene::113	Pathway::WP289_r81078
Gene::6389	Pathway::PC7_2610
Gene::5578	Pathway::WP2355_r79973
Gene::112	Pathway::PC7_4754
Gene::8647	Pathway::PC7_7758
Gene::84002	Pathway::PC7_6001
Gene::7253	Pathway::PC7_1697
Gene::5600	Pathway::PC7_2276
Gene::158131	Pathway::PC7_4043
Gene::116519	Pathway::WP430_r82344
Gene::79109	Pathway::PC7_6149
Gene::6234	Pathway::PC7_4112
Gene::161	Pathway::PC7_6950
Gene::221496	Pathway::PC7_5531
Gene::6850	Pathway::PC7_4757
Gene::5649	Pathway::PC7_4994
Gene::2799	Pathway::PC7_5322
Gene::8086	Pathway::PC7_7290
Gene::25937	Pathway::PC7_5025
Gene::1468	Pathway::PC7_4207
Gene::1558	Pathway::PC7_7761
Gene::7029	Pathway::PC7_6561
Gene::7422	Pathway::PC7_2531
Gene::2249	Pathway::PC7_6461
Gene::5138	Pathway::PC7_5948
Gene::219436	Pathway::PC7_7439
Gene::55630	Pathway::WP615_r81193
Gene::5864	Pathway::PC7_5975
Gene::3065	Pathway::PC7_6795
Gene::4258	Pathway::PC7_2098
Gene::3446	Pathway::PC7_8055
Gene::85441	Pathway::PC7_8323
Gene::3020	Pathway::PC7_1856
Gene::3394	Pathway::PC7_4772
Gene::2002	Pathway::PC7_4341
Gene::2246	Pathway::PC7_2679
Gene::6507	Pathway::PC7_5887
Gene::3441	Pathway::PC7_8055
Gene::3065	Pathway::PC7_2570
Gene::4690	Pathway::PC7_7477
Gene::79888	Pathway::PC7_6462
Gene::8737	Pathway::WP400_r72084
Gene::8517	Pathway::PC7_3798
Gene::29986	Pathway::PC7_5339
Gene::4953	Pathway::WP1984_r82941
Gene::829	Pathway::PC7_1580
Gene::2064	Pathway::PC7_7422
Gene::11127	Pathway::PC7_7439
Gene::5291	Pathway::WP306_r80308
Gene::5829	Pathway::PC7_10399
Gene::4790	Pathway::PC7_7439
Gene::6774	Pathway::PC7_7461
Gene::2074	Pathway::PC7_4112
Gene::6533	Pathway::PC7_8339
Gene::8914	Pathway::PC7_2584
Gene::9475	Pathway::PC7_4043
Gene::6777	Pathway::PC7_7451
Gene::10628	Pathway::PC7_5995
Gene::7529	Pathway::PC7_2164
Gene::1432	Pathway::WP1528_r78581
Gene::91	Pathway::WP382_r79951
Gene::6996	Pathway::PC7_4112
Gene::5717	Pathway::PC7_5324
Gene::10274	Pathway::PC7_2519
Gene::993	Pathway::PC7_1213
Gene::11346	Pathway::WP2572_r79947
Gene::8698	Pathway::PC7_7439
Gene::3017	Pathway::PC7_6072
Gene::90678	Pathway::PC7_2623
Gene::8353	Pathway::PC7_2570
Gene::9611	Pathway::PC7_8328
Gene::6168	Pathway::PC7_8331
Gene::10692	Pathway::PC7_6053
Gene::196883	Pathway::WP536_r80211
Gene::10000	Pathway::WP673_r80202
Gene::51434	Pathway::PC7_4688
Gene::10910	Pathway::PC7_4741
Gene::55191	Pathway::PC7_5909
Gene::4680	Pathway::PC7_3777
Gene::22919	Pathway::PC7_5531
Gene::3558	Pathway::WP176_r82704
Gene::79023	Pathway::PC7_3775
Gene::8243	Pathway::PC7_5049
Gene::10102	Pathway::PC7_5522
Gene::23396	Pathway::PC7_5322
Gene::7706	Pathway::PC7_1674
Gene::9306	Pathway::PC7_6888
Gene::1455	Pathway::PC7_7484
Gene::54715	Pathway::WP3584_r84776
Gene::150	Pathway::PC7_3995
Gene::3554	Pathway::PC7_4688
Gene::3570	Pathway::WP2848_r80009
Gene::29760	Pathway::PC7_1670
Gene::2260	Pathway::PC7_6994
Gene::3460	Pathway::PC7_4773
Gene::376497	Pathway::PC7_7290
Gene::23293	Pathway::PC7_5327
Gene::79885	Pathway::PC7_3803
Gene::5211	Pathway::PC7_2500
Gene::1175	Pathway::PC7_3416
Gene::7311	Pathway::PC7_5324
Gene::23165	Pathway::PC7_3278
Gene::8348	Pathway::PC7_7483
Gene::56474	Pathway::PC7_5322
Gene::994	Pathway::WP615_r81193
Gene::94235	Pathway::PC7_7439
Gene::5710	Pathway::PC7_4005
Gene::25855	Pathway::PC7_2570
Gene::367	Pathway::PC7_4116
Gene::81929	Pathway::PC7_6923
Gene::4214	Pathway::WP2526_r82681
Gene::9564	Pathway::PC7_4574
Gene::6774	Pathway::WP1559_r84698
Gene::7529	Pathway::PC7_7506
Gene::7013	Pathway::PC7_2949
Gene::3157	Pathway::PC7_2565
Gene::5291	Pathway::PC7_6141
Gene::23035	Pathway::PC7_7445
Gene::7879	Pathway::PC7_4594
Gene::3667	Pathway::PC7_7493
Gene::10592	Pathway::PC7_5534
Gene::2264	Pathway::PC7_4749
Gene::8898	Pathway::PC7_6147
Gene::5704	Pathway::PC7_7458
Gene::10498	Pathway::PC7_6057
Gene::10152	Pathway::PC7_6740
Gene::3680	Pathway::PC7_6517
Gene::157869	Pathway::PC7_6000
Gene::5575	Pathway::PC7_6172
Gene::23175	Pathway::PC7_6462
Gene::4528	Pathway::PC7_6057
Gene::5932	Pathway::PC7_5271
Gene::1785	Pathway::PC7_4300
Gene::29108	Pathway::PC7_8226
Gene::3020	Pathway::PC7_11610
Gene::2782	Pathway::PC7_3995
Gene::2780	Pathway::PC7_7439
Gene::5728	Pathway::PC7_7736
Gene::23291	Pathway::PC7_6189
Gene::3683	Pathway::PC7_4689
Gene::5747	Pathway::PC7_4741
Gene::6714	Pathway::PC7_3670
Gene::1528	Pathway::PC7_5322
Gene::6427	Pathway::PC7_6589
Gene::6363	Pathway::WP2328_r84648
Gene::5568	Pathway::PC7_5772
Gene::192669	Pathway::PC7_6564
Gene::6257	Pathway::PC7_6828
Gene::5594	Pathway::PC7_7659
Gene::5518	Pathway::PC7_6202
Gene::2776	Pathway::PC7_7435
Gene::8334	Pathway::PC7_2521
Gene::3845	Pathway::PC7_4449
Gene::4093	Pathway::PC7_1105
Gene::5515	Pathway::PC7_3361
Gene::22	Pathway::PC7_2909
Gene::3306	Pathway::PC7_5271
Gene::10758	Pathway::WP2112_r63216
Gene::5598	Pathway::PC7_5078
Gene::4193	Pathway::PC7_2679
Gene::221823	Pathway::PC7_3278
Gene::6143	Pathway::PC7_5330
Gene::4711	Pathway::PC7_8229
Gene::1487	Pathway::PC7_11357
Gene::9826	Pathway::PC7_6957
Gene::3028	Pathway::PC7_1629
Gene::1974	Pathway::PC7_5324
Gene::10499	Pathway::PC7_6876
Gene::2327	Pathway::PC7_3845
Gene::5571	Pathway::PC7_6175
Gene::7175	Pathway::PC7_8339
Gene::2936	Pathway::PC7_7723
Gene::3315	Pathway::PC7_7439
Gene::2147	Pathway::WP272_r84876
Gene::1917	Pathway::WP107_r78489
Gene::5599	Pathway::WP2643_r74251
Gene::2788	Pathway::PC7_4786
Gene::6197	Pathway::PC7_4917
Gene::54386	Pathway::PC7_8141
Gene::902	Pathway::PC7_5529
Gene::4012	Pathway::PC7_1563
Gene::445329	Pathway::WP702_r73516
Gene::11214	Pathway::PC7_6098
Gene::830	Pathway::PC7_1580
Gene::26735	Pathway::PC7_7439
Gene::10434	Pathway::PC7_5322
Gene::3815	Pathway::PC7_3278
Gene::466	Pathway::PC7_8054
Gene::119774	Pathway::PC7_6044
Gene::79109	Pathway::PC7_2679
Gene::51289	Pathway::PC7_3992
Gene::5575	Pathway::PC7_4688
Gene::5693	Pathway::PC7_5324
Gene::8366	Pathway::PC7_6072
Gene::5745	Pathway::WP334_r79716
Gene::6657	Pathway::PC7_6200
Gene::5623	Pathway::PC7_5697
Gene::253260	Pathway::PC7_7447
Gene::7094	Pathway::WP2572_r79947
Gene::5621	Pathway::PC7_4284
Gene::2769	Pathway::WP2197_r74852
Gene::6502	Pathway::PC7_1132
Gene::5777	Pathway::PC7_2373
Gene::8936	Pathway::PC7_4688
Gene::23370	Pathway::PC7_5825
Gene::8085	Pathway::PC7_6815
Gene::5515	Pathway::PC7_5560
Gene::3913	Pathway::WP306_r80308
Gene::3915	Pathway::WP2853_r83014
Gene::55117	Pathway::WP2884_r83041
Gene::80254	Pathway::PC7_5029
Gene::84617	Pathway::WP2359_r72121
Gene::11335	Pathway::PC7_8317
Gene::3623	Pathway::PC7_4271
Gene::5894	Pathway::PC7_7506
Gene::472	Pathway::PC7_4488
Gene::3725	Pathway::WP28_r71888
Gene::783	Pathway::PC7_6909
Gene::5566	Pathway::PC7_7448
Gene::5575	Pathway::PC7_4158
Gene::10403	Pathway::PC7_2519
Gene::6230	Pathway::PC7_5327
Gene::8363	Pathway::PC7_2953
Gene::729230	Pathway::PC7_4741
Gene::56261	Pathway::PC7_5322
Gene::54328	Pathway::WP455_r81793
Gene::4237	Pathway::PC7_3649
Gene::3791	Pathway::PC7_8666
Gene::925	Pathway::PC7_3327
Gene::3570	Pathway::PC7_7482
Gene::2778	Pathway::PC7_4158
Gene::81929	Pathway::PC7_3278
Gene::5557	Pathway::PC7_5530
Gene::26149	Pathway::PC7_4116
Gene::2260	Pathway::PC7_6157
Gene::948	Pathway::PC7_4741
Gene::7514	Pathway::PC7_7784
Gene::5682	Pathway::PC7_1629
Gene::2251	Pathway::PC7_3884
Gene::2675	Pathway::PC7_5697
Gene::3012	Pathway::PC7_6233
Gene::79753	Pathway::PC7_6913
Gene::161823	Pathway::PC7_6654
Gene::5718	Pathway::PC7_8766
Gene::348995	Pathway::PC7_8346
Gene::10267	Pathway::PC7_2441
Gene::1649	Pathway::PC7_1189
Gene::64223	Pathway::PC7_2530
Gene::7296	Pathway::PC7_5994
Gene::10762	Pathway::PC7_4466
Gene::5515	Pathway::PC7_2171
Gene::8772	Pathway::PC7_7851
Gene::1306	Pathway::PC7_2669
Gene::6885	Pathway::PC7_7851
Gene::50838	Pathway::PC7_7457
Gene::5689	Pathway::PC7_1629
Gene::55366	Pathway::PC7_3278
Gene::1785	Pathway::PC7_6098
Gene::64421	Pathway::PC7_2957
Gene::4803	Pathway::PC7_3983
Gene::6016	Pathway::PC7_7439
Gene::57510	Pathway::WP2805_r81654
Gene::5431	Pathway::PC7_5444
Gene::10376	Pathway::WP2272_r78594
Gene::7364	Pathway::WP2884_r83041
Gene::6714	Pathway::PC7_7499
Gene::79023	Pathway::PC7_5049
Gene::9451	Pathway::PC7_8631
Gene::155	Pathway::WP536_r80211
Gene::92335	Pathway::PC7_4938
Gene::5558	Pathway::PC7_2521
Gene::6203	Pathway::PC7_3772
Gene::11093	Pathway::PC7_5999
Gene::27109	Pathway::PC7_6943
Gene::23596	Pathway::PC7_7457
Gene::102	Pathway::PC7_2680
Gene::23401	Pathway::PC7_7483
Gene::5446	Pathway::WP136_r80005
Gene::5335	Pathway::PC7_6141
Gene::1345	Pathway::PC7_6943
Gene::94235	Pathway::PC7_2621
Gene::7015	Pathway::PC7_3278
Gene::5571	Pathway::PC7_12079
Gene::9631	Pathway::PC7_4728
Gene::1286	Pathway::PC7_3777
Gene::2729	Pathway::WP408_r78546
Gene::3725	Pathway::PC7_4741
Gene::2305	Pathway::PC7_3855
Gene::5894	Pathway::WP2032_r79960
Gene::8364	Pathway::PC7_4112
Gene::255626	Pathway::PC7_8141
Gene::93659	Pathway::PC7_6395
Gene::3037	Pathway::PC7_5322
Gene::2683	Pathway::PC7_2500
Gene::8823	Pathway::PC7_2679
Gene::8517	Pathway::PC7_1987
Gene::920	Pathway::PC7_4115
Gene::4893	Pathway::PC7_8431
Gene::2353	Pathway::PC7_2529
Gene::5715	Pathway::PC7_6881
Gene::2244	Pathway::PC7_7439
Gene::4889	Pathway::PC7_4043
Gene::8786	Pathway::PC7_7457
Gene::118424	Pathway::PC7_1672
Gene::43	Pathway::WP528_r79855
Gene::7334	Pathway::PC7_1674
Gene::6610	Pathway::PC7_5326
Gene::51135	Pathway::WP2637_r80029
Gene::6016	Pathway::WP2858_r83015
Gene::6125	Pathway::PC7_4085
Gene::1789	Pathway::PC7_5966
Gene::3909	Pathway::PC7_4947
Gene::51082	Pathway::WP405_r73594
Gene::80036	Pathway::PC7_8339
Gene::4907	Pathway::WP2848_r80009
Gene::3562	Pathway::WP286_r78583
Gene::108	Pathway::PC7_7475
Gene::3479	Pathway::PC7_2535
Gene::4690	Pathway::PC7_1563
Gene::10419	Pathway::PC7_5967
Gene::2770	Pathway::WP26_r79950
Gene::1460	Pathway::PC7_7483
Gene::114791	Pathway::PC7_4011
Gene::1141	Pathway::PC7_6571
Gene::481	Pathway::PC7_2035
Gene::2180	Pathway::PC7_10508
Gene::161	Pathway::PC7_7444
Gene::6347	Pathway::PC7_6143
Gene::10125	Pathway::WP732_r80010
Gene::4137	Pathway::PC7_1684
Gene::79695	Pathway::PC7_6540
Gene::996	Pathway::PC7_2520
Gene::8348	Pathway::PC7_1655
Gene::6288	Pathway::PC7_7778
Gene::808	Pathway::PC7_6180
Gene::5719	Pathway::PC7_7427
Gene::29935	Pathway::PC7_5530
Gene::3416	Pathway::WP2059_r82906
Gene::5604	Pathway::WP673_r80202
Gene::2180	Pathway::WP368_r79271
Gene::55869	Pathway::PC7_5049
Gene::28986	Pathway::PC7_12281
Gene::4646	Pathway::PC7_8340
Gene::6119	Pathway::PC7_5993
Gene::10018	Pathway::PC7_7463
Gene::6187	Pathway::PC7_6393
Gene::3479	Pathway::PC7_6512
Gene::3785	Pathway::PC7_1863
Gene::5696	Pathway::PC7_1214
Gene::2244	Pathway::PC7_2076
Gene::1520	Pathway::PC7_3777
Gene::3627	Pathway::WP2431_r84650
Gene::3717	Pathway::PC7_3278
Gene::2932	Pathway::WP1544_r84696
Gene::23352	Pathway::PC7_1672
Gene::1432	Pathway::WP2018_r79959
Gene::399687	Pathway::PC7_7451
Gene::5564	Pathway::PC7_6153
Gene::3925	Pathway::PC7_1856
Gene::6204	Pathway::PC7_3772
Gene::7430	Pathway::PC7_3798
Gene::80264	Pathway::PC7_4116
Gene::64127	Pathway::PC7_4778
Gene::637	Pathway::WP2516_r84490
Gene::10128	Pathway::PC7_8339
Gene::5290	Pathway::PC7_5673
Gene::1025	Pathway::PC7_4948
Gene::5091	Pathway::WP534_r78585
Gene::2840	Pathway::PC7_4043
Gene::1544	Pathway::PC7_7761
Gene::661	Pathway::PC7_6811
Gene::7027	Pathway::PC7_4736
Gene::7311	Pathway::PC7_1517
Gene::396	Pathway::PC7_12281
Gene::57680	Pathway::PC7_3278
Gene::85441	Pathway::PC7_4112
Gene::6351	Pathway::PC7_6396
Gene::2771	Pathway::PC7_4440
Gene::1175	Pathway::PC7_5157
Gene::3760	Pathway::PC7_1532
Gene::8644	Pathway::WP696_r72081
Gene::27161	Pathway::PC7_6149
Gene::1000	Pathway::PC7_7493
Gene::596	Pathway::WP2377_r80437
Gene::5710	Pathway::PC7_4439
Gene::7525	Pathway::PC7_2624
Gene::83729	Pathway::PC7_5330
Gene::255403	Pathway::PC7_4116
Gene::56886	Pathway::PC7_5680
Gene::5682	Pathway::PC7_1537
Gene::26292	Pathway::PC7_5981
Gene::64127	Pathway::PC7_5051
Gene::79723	Pathway::WP2369_r83012
Gene::3908	Pathway::PC7_3366
Gene::27297	Pathway::PC7_6810
Gene::1175	Pathway::PC7_6868
Gene::4886	Pathway::PC7_3992
Gene::57819	Pathway::PC7_5327
Gene::55970	Pathway::PC7_3999
Gene::5528	Pathway::PC7_5987
Gene::472	Pathway::WP2942_r84388
Gene::574537	Pathway::PC7_4214
Gene::7936	Pathway::PC7_6801
Gene::108	Pathway::PC7_4157
Gene::27338	Pathway::PC7_1672
Gene::2885	Pathway::PC7_7267
Gene::7094	Pathway::PC7_7425
Gene::4952	Pathway::PC7_7439
Gene::3454	Pathway::PC7_6885
Gene::613	Pathway::PC7_6894
Gene::1268	Pathway::PC7_7439
Gene::109	Pathway::PC7_7445
Gene::5682	Pathway::PC7_1128
Gene::8312	Pathway::PC7_7784
Gene::5578	Pathway::PC7_3325
Gene::64900	Pathway::PC7_7743
Gene::9759	Pathway::WP474_r80208
Gene::5690	Pathway::PC7_1132
Gene::7518	Pathway::PC7_3629
Gene::5604	Pathway::PC7_3670
Gene::9076	Pathway::WP2272_r78594
Gene::5331	Pathway::PC7_6570
Gene::10331	Pathway::PC7_3018
Gene::7153	Pathway::WP2361_r84551
Gene::319	Pathway::PC7_4921
Gene::3113	Pathway::PC7_1563
Gene::9553	Pathway::PC7_5523
Gene::5721	Pathway::PC7_5049
Gene::53822	Pathway::PC7_4791
Gene::401427	Pathway::PC7_7457
Gene::1454	Pathway::PC7_2519
Gene::3716	Pathway::PC7_7341
Gene::930	Pathway::PC7_7439
Gene::83729	Pathway::PC7_6395
Gene::246184	Pathway::PC7_1858
Gene::414	Pathway::PC7_5322
Gene::2783	Pathway::PC7_2393
Gene::2793	Pathway::PC7_8340
Gene::3090	Pathway::PC7_3362
Gene::115004	Pathway::PC7_4741
Gene::6575	Pathway::PC7_7642
Gene::6632	Pathway::PC7_12073
Gene::51728	Pathway::PC7_6812
Gene::26285	Pathway::PC7_2527
Gene::5465	Pathway::PC7_2008
Gene::5708	Pathway::PC7_3060
Gene::3569	Pathway::PC7_7460
Gene::7059	Pathway::PC7_7439
Gene::246330	Pathway::PC7_8058
Gene::8334	Pathway::PC7_6797
Gene::5685	Pathway::PC7_1521
Gene::6655	Pathway::PC7_4043
Gene::567	Pathway::PC7_3427
Gene::2979	Pathway::PC7_8715
Gene::55143	Pathway::PC7_5530
Gene::6725	Pathway::PC7_1877
Gene::6342	Pathway::WP1941_r73548
Gene::25945	Pathway::PC7_5867
Gene::3569	Pathway::WP15_r82705
Gene::6827	Pathway::PC7_8317
Gene::56413	Pathway::PC7_7457
Gene::146850	Pathway::PC7_6141
Gene::64975	Pathway::PC7_6057
Gene::9034	Pathway::PC7_7439
Gene::6472	Pathway::WP176_r82704
Gene::1147	Pathway::PC7_4741
Gene::27165	Pathway::PC7_1629
Gene::777	Pathway::PC7_3071
Gene::776	Pathway::WP2118_r71265
Gene::1660	Pathway::PC7_2942
Gene::5575	Pathway::PC7_2924
Gene::5582	Pathway::PC7_2926
Gene::54205	Pathway::PC7_8339
Gene::2900	Pathway::PC7_1529
Gene::85366	Pathway::WP289_r81078
Gene::6654	Pathway::PC7_4745
Gene::5880	Pathway::PC7_7425
Gene::5604	Pathway::PC7_8666
Gene::148581	Pathway::PC7_1672
Gene::2792	Pathway::PC7_5890
Gene::4801	Pathway::PC7_1189
Gene::7298	Pathway::PC7_3362
Gene::79685	Pathway::PC7_2570
Gene::8823	Pathway::PC7_7444
Gene::7027	Pathway::PC7_3277
Gene::53358	Pathway::PC7_7439
Gene::5906	Pathway::WP313_r79946
Gene::7311	Pathway::PC7_6860
Gene::1978	Pathway::WP244_r78506
Gene::64900	Pathway::PC7_5326
Gene::6667	Pathway::WP437_r79266
Gene::3945	Pathway::PC7_6669
Gene::57761	Pathway::PC7_4662
Gene::7316	Pathway::PC7_2830
Gene::114	Pathway::PC7_3325
Gene::143471	Pathway::PC7_1859
Gene::2530	Pathway::PC7_1750
Gene::6230	Pathway::PC7_3972
Gene::5962	Pathway::PC7_6868
Gene::5624	Pathway::PC7_6540
Gene::3948	Pathway::WP534_r78585
Gene::23511	Pathway::PC7_3775
Gene::8704	Pathway::PC7_3278
Gene::1147	Pathway::PC7_2910
Gene::2729	Pathway::WP2864_r79278
Gene::2261	Pathway::PC7_7719
Gene::3018	Pathway::PC7_8317
Gene::3265	Pathway::PC7_7487
Gene::2261	Pathway::PC7_6157
Gene::3667	Pathway::PC7_6153
Gene::10815	Pathway::PC7_3315
Gene::5717	Pathway::WP183_r81161
Gene::57556	Pathway::PC7_1863
Gene::1579	Pathway::PC7_2098
Gene::974	Pathway::PC7_4688
Gene::200010	Pathway::PC7_7290
Gene::9091	Pathway::PC7_5330
Gene::5437	Pathway::PC7_6796
Gene::6517	Pathway::WP1584_r81779
Gene::23165	Pathway::PC7_6952
Gene::438	Pathway::PC7_5322
Gene::5713	Pathway::PC7_4492
Gene::2885	Pathway::PC7_7444
Gene::6093	Pathway::PC7_5969
Gene::3320	Pathway::PC7_2519
Gene::9340	Pathway::PC7_2621
Gene::5701	Pathway::PC7_7230
Gene::4174	Pathway::PC7_6054
Gene::186	Pathway::WP554_r84372
Gene::867	Pathway::PC7_7491
Gene::27071	Pathway::PC7_1987
Gene::192669	Pathway::PC7_6538
Gene::8360	Pathway::PC7_4308
Gene::5718	Pathway::PC7_6911
Gene::6950	Pathway::PC7_6642
Gene::5781	Pathway::PC7_7494
Gene::5715	Pathway::PC7_1629
Gene::2246	Pathway::PC7_7262
Gene::5594	Pathway::PC7_6946
Gene::2353	Pathway::PC7_6140
Gene::3827	Pathway::PC7_7457
Gene::22802	Pathway::PC7_4791
Gene::6529	Pathway::PC7_5887
Gene::3417	Pathway::WP100_r74146
Gene::6344	Pathway::PC7_2621
Gene::7280	Pathway::PC7_5330
Gene::998	Pathway::PC7_7457
Gene::5159	Pathway::PC7_5867
Gene::1387	Pathway::PC7_6910
Gene::5170	Pathway::PC7_8665
Gene::3572	Pathway::PC7_7457
Gene::1794	Pathway::PC7_4639
Gene::3718	Pathway::WP2374_r73668
Gene::5507	Pathway::PC7_4207
Gene::5715	Pathway::PC7_2278
Gene::4087	Pathway::PC7_4284
Gene::51302	Pathway::WP702_r73516
Gene::5879	Pathway::PC7_1547
Gene::30815	Pathway::PC7_7764
Gene::1795	Pathway::PC7_4449
Gene::3014	Pathway::PC7_4488
Gene::1103	Pathway::PC7_8340
Gene::6921	Pathway::PC7_2623
Gene::5702	Pathway::PC7_2706
Gene::7444	Pathway::PC7_5534
Gene::51248	Pathway::PC7_4792
Gene::2005	Pathway::WP734_r74438
Gene::6017	Pathway::PC7_8228
Gene::56915	Pathway::PC7_1181
Gene::5925	Pathway::PC7_2521
Gene::5594	Pathway::PC7_7265
Gene::5716	Pathway::PC7_11384
Gene::9861	Pathway::PC7_1629
Gene::3459	Pathway::WP619_r71168
Gene::9883	Pathway::PC7_5967
Gene::64283	Pathway::PC7_1863
Gene::6330	Pathway::PC7_1863
Gene::278	Pathway::PC7_5322
Gene::5817	Pathway::PC7_5867
Gene::1385	Pathway::PC7_2679
Gene::1609	Pathway::PC7_4107
Gene::10015	Pathway::PC7_4365
Gene::27102	Pathway::WP107_r78489
Gene::80339	Pathway::WP167_r82702
Gene::7709	Pathway::PC7_6913
Gene::1582	Pathway::PC7_7758
Gene::5689	Pathway::PC7_11385
Gene::23112	Pathway::PC7_2532
Gene::6416	Pathway::PC7_4741
Gene::7042	Pathway::PC7_6945
Gene::5213	Pathway::PC7_5322
Gene::6132	Pathway::PC7_4729
Gene::7515	Pathway::PC7_3362
Gene::6597	Pathway::PC7_6815
Gene::80176	Pathway::PC7_4688
